Comment ID,Rating,Tokens Used,Content,hate_filtered,hate_severity,jailbreak_filtered,jailbreak_detected,jailbreak_severity,self_harm_filtered,self_harm_severity,sexual_filtered,sexual_severity,violence_filtered,violence_severity
3944,1,146,I hope the father can segue his daughter's interest in football into having her mother teach her how to make the perfect sandwich. And maybe a few snacks for the game. Real life goals ya know.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3945,1,117,Mr. Dungy did not get the memo.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3946,1,168,"Not part of the movement but Ms. Swift isn't promoting this or taking the photos, it's the outside forces that don't allow famous people to do normal things like take in a football game to watch your boyfriend. It's the price of fame for sure but she can't be blamed for all the over exposure by the industry.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3947,1,137,"she’s brought more, not fewer eyes to the gameAnd you are fooling your self if you think those eyes are staying once she moves on.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3948,1,168,"Not part of the movement but Ms. Swift isn't promoting this or taking the photos, it's the outside forces that don't allow famous people to do normal things like take in a football game to watch your boyfriend. It's the price of fame for sure but she can't be blamed for all the over exposure by the industry.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3949,1,137,"she’s brought more, not fewer eyes to the gameAnd you are fooling your self if you think those eyes are staying once she moves on.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3950,1,131,Here’s an idea…. Wanna bond with your daughter?…. Go to a Swift concert. See how that works for you.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3951,1,221,"We were all football fans in our pre-teen years. That's how it was with families that followed the NFL, especially in the ""old"" days, when most households only had one television set! I imagine even today, a lot of kids watch what their parents watch. That's how the next generation of NFL Fans are born.As for Taylor Swift....ENOUGH Already! I'm rooting against the Chiefs just so I don't have to see one more minute of Swift this season. Hopefully by next year she'll be dating someone else.... Like maybe a death row inmate she's pen pals with!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3952,1,111,He is absolutely right.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3953,1,135,"For the rigged NFL, it has been about the ""entertainment"" for years.  They are one small step above pro wrestling.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3954,1,109,Virtue signaling,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3955,2,175,How dare Tony Dungy question the over influence of popular entertainment watering down the quality of how professional football is being played.It’s not like he was hired for his commentary on the sport that he’s been a part of for over forty years.He better watch what he says before Godfather Goodell wishes him into the cornfield with Al Michaels.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3956,2,159,"Taylor Swift occasionally appearing on the screen during a NFL game does not bother me in the least. Now, what does bother me is all that woke virtue signaling racial signage plastered all over the  stadium, field and players helmets. That’s  downright nauseating..",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3957,2,153,Good for Tony Dungy for speaking out as well as Al Michaels. The Football Fans have had enough of the Taylor Swift garbage. We tuned in to watch the game not her jumping around a luxury box lite a pop tart.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3958,2,132,She’s a Joke ! (A rich one) ! But just shows the quote is true “ The Left Ruins Everything “ !,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3959,2,126,Swiftness are like Dems. They are all several pickles shy of a barrel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3960,1,132,Tony is completely correct. Focus on the game.  Showing well known people at sporting events has always been a vomit inducing practice,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3961,1,112,Taylor > Kanye. LoL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3962,1,139,I like how the SimpDads all say my daughter got me into watching football because of Taylor Swift...yeah because not about football . #CuckDad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3963,1,151,If the Bills beat the Chiefs then all of America will thank the Bills and even root for them all the way to the super bowl.  Poor Bills have to play 2 opponents. The Chiefs and the referees.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3964,1,109,#SoftDad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3965,1,112,Dad is a bit soft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3966,2,114,Those girl dads need to grow up.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3967,1,183,I have daughters who are sports fans & also find the constant TS “stuff” super irritating.I’m more proud of them now than ever.  They know and enjoy sports more than the narcissistic- attention seeking - so called “girl dads”  who cringe-fully seek attention and validation from female TS fans.  It’s pathetic #mydaughtercanbeatupyourgirldad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3968,2,124,Maybe men just want one part of society that is theirs and not effeminated.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3969,1,219,"Nice article, Kirsten! I love my daughter beyond words. No labels needed. I’m happy for those dads and daughters whose relationships were made more special for a time because of Taylor Swift’s intersection with the NFL.My daughter is a NY Giants fan, and she is not a TS fan, so she thought the whole TS/NFL drama was funny. Not good, not bad, just funny — and a little bit ridiculous. I agree. But God Bless TS for bringing joy to many daughters and their dads.PS. I love my son beyond words too.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3970,1,126,"Coach, just ignore these detractors.  Your comments are spot on, and sorely needed.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3971,1,132,"Mr. Dungy- football isn't real. You, of all people should know that. It's just a stupida game.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3972,1,114,I like her better than Romo.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3973,1,219,"Nice article, Kirsten! I love my daughter beyond words. No labels needed. I’m happy for those dads and daughters whose relationships were made more special for a time because of Taylor Swift’s intersection with the NFL.My daughter is a NY Giants fan, and she is not a TS fan, so she thought the whole TS/NFL drama was funny. Not good, not bad, just funny — and a little bit ridiculous. I agree. But God Bless TS for bringing joy to many daughters and their dads.PS. I love my son beyond words too.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3974,1,126,"Coach, just ignore these detractors.  Your comments are spot on, and sorely needed.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3975,1,132,"Mr. Dungy- football isn't real. You, of all people should know that. It's just a stupida game.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3976,1,114,I like her better than Romo.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3977,1,116,T. Swift is an unattractive woman.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3978,1,115,New cleaning sensation? Taylor SWIFFER!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3979,2,134,"How'd these ""girl dads"" manage to father a girl? Seems like they aren't packing the equipment. I have 4 sons.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3980,2,150,Coach Dungy:If you are so concerned with the “outside turning in on the NFL” Why don’t you focus on how gambling sites are now the number one sponsor of major league sports. Just saying.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3981,1,120,Tony Dungy is a french fry short of a Happy Meal.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3982,1,124,The reason Dads are going to see Taylor Swift has nothing to do with their daughters.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3983,1,141,Do you know what an old crotchety  d-bag you have to be to have a problem seeing a pretty woman’s face a few times during the game?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3984,1,132,GirlDad is going to love it when his 13 year old starts dressing like taylor. You go GrrrllllDad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3985,1,136,"Embarrassing; NFL has gone to the way of Taylor swift and pop music, eventually only liberal progressives and girls will be watching it LOL",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3986,1,135,Yeah but will the Swifties care or continue to watch football once the Chiefs are out of the playoffs. Somehow I think they'll lose all interest.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3987,1,139,How much of a crotchety curmudgeon do you have to be to have a problem seeing a pretty woman’s face a few times during the game?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3988,2,124,These swifties are like lemmings. If Swift jumped off a cliff many would follow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3989,1,162,NFL is cheap smut entertainment now. Not cheap as in inexpensive but cheap in now there are no lows they won’t reach down to. It’s the new old professional wraslin’ (yeah I intentionally misspelled that before democrats get on their high horse),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3990,2,122,"Sportswriter, say no more. Even sportswriters are liberal progressives now",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3991,1,122,Wonder if they have a betting site to bet if she shows up or not?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3992,2,141,"Ok Matt Cannata, Taylor swift hasn’t ruined a thing about the NFL other than ruining the NFL for non-LGBTQ people. You’ve been brainwashed by woke",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3993,2,181,"Kobe Bryant was a girl’s dad according to the believe all women liberal progressives. Aside from the fact he was charged with rape (which was dismissed possibly by accuser wanting money instead of justice) and him being sued for the sex crime and settling. So yeah, he’s a girl’s dad minus the alleged sex crimes. The left is really out of touch",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3994,2,118,Mental illness causes the left to embrace the unembraceable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3995,2,145,"I guess we are only suppose to believe all women when the suspect is white not when he is a black person (Kobe Bryant) or Muslim (Hamas), right liberal progressives?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3996,1,318,"For those of you who still don't believe misogyny is a thing that permeates our society: note that Dungy chose to criticize a stellar role model, Taylor Swift: doesn't use drugs, loves her family, treats her staff well, wholesome, ultra successful as a performer, songwriter and businesswoman - as ""bad for the NFL"" - You know: that same NFL rife with domestic violence/abusers, arrestees, etc., and now absolutely corrupted by professional gambling/sportsbook $$$$$ affiliations. The same NFL that hid behind faux ""non-profit"" status for years to greedily amass more billions in revenues while avoiding paying their fair share of taxes as good Americans should, the same NFL that glorifies and enables extreme alcohol use/abuse and drunkenness (how many ""fans"" drive drunk and dangerous to others after leaving stadiums after games?!), and bankrupt cities holding them hostage while the billionaire owners/honchos demand new stadiums at taxpayers' expense! But yes, Mr. Dungy, Taylor Swift is the problem, not all the other things I detailed in brief.🙄 One word: MISOGYNY, whether he realizes it or not. I have not seen anything with the ability to trigger grown men as much as Taylor Swift does - maybe she's a reminder that women don't really need men. We love them and CHOOSE to be with them, but the days we were conditioned to believe that we NEEDED them (and were held down by society with biased laws re: loans, credit, lesser salaries, etc) are mercifully coming to a close.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3997,1,147,"I don't have a position on Tony's comment.  But I do think we're seeing way too much of Swift, who is at best an ordinary looking girl with desultory talent and not much brain.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3998,1,318,"For those of you who still don't believe misogyny is a thing that permeates our society: note that Dungy chose to criticize a stellar role model, Taylor Swift: doesn't use drugs, loves her family, treats her staff well, wholesome, ultra successful as a performer, songwriter and businesswoman - as ""bad for the NFL"" - You know: that same NFL rife with domestic violence/abusers, arrestees, etc., and now absolutely corrupted by professional gambling/sportsbook $$$$$ affiliations. The same NFL that hid behind faux ""non-profit"" status for years to greedily amass more billions in revenues while avoiding paying their fair share of taxes as good Americans should, the same NFL that glorifies and enables extreme alcohol use/abuse and drunkenness (how many ""fans"" drive drunk and dangerous to others after leaving stadiums after games?!), and bankrupt cities holding them hostage while the billionaire owners/honchos demand new stadiums at taxpayers' expense! But yes, Mr. Dungy, Taylor Swift is the problem, not all the other things I detailed in brief.🙄 One word: MISOGYNY, whether he realizes it or not. I have not seen anything with the ability to trigger grown men as much as Taylor Swift does - maybe she's a reminder that women don't really need men. We love them and CHOOSE to be with them, but the days we were conditioned to believe that we NEEDED them (and were held down by society with biased laws re: loans, credit, lesser salaries, etc) are mercifully coming to a close.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3999,1,147,"I don't have a position on Tony's comment.  But I do think we're seeing way too much of Swift, who is at best an ordinary looking girl with desultory talent and not much brain.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4000,1,166,"Taylor Swift personifies how women want to be viewed these days- the center of attention/lead character but like most people- it's all empty and meaningless without a family, but most will not hit the half court buzzer beater in their 30's- most in fact have already fouled out",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4001,2,122,"Men pandering to Taylor Swift, a miserable hate filled woman.Got it.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4002,2,151,The post is preventing me from posting reply's in defence of Taylor against these snowflakes. The worst thing I said was calling them snowflakes. What's up with that? You should edit your guidelines. You are being cringe.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4003,1,188,I like Taylor she seems by all accounts to be a nice person but I'm so tired of the bableing idiot drama that anything anyone says with her name in the sentence that isn't 100 percent gushing like an idiot about how great she is perceived as a slight against her it's getting old especially the idiot reporters who write the same story 17 different ways to try to make it into drama hoping for more clicks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4004,1,131,Sorry……but who in their right mind would consider Tony Dungheap a 'great Super Bowl-winning player and coach’?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4005,1,273,"Nine year old boys aren't all that interested in sitting in front of a TV for the 3+ hours it takes to watch an NFL game.  I know I wasn't, and I loved football--playing it, not watching it.  I played from 4th grade through high school.  I only started watching it when my playing days were through.My daughter is 27 and an original Swiftie.  We've been watching football together since long before Taylor arrived to the NFL scene  But we watch college football, not the NFL.  I'm a Bama grad and she went to Georgia. It's been fun.  The daughter doesn't run to the TV whenever KC is playing just to see Swift, but she did pay $200 for a concert ticket and about $500 for a flight to see Taylor on her Eras tour.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4006,1,138,"Clearly, the NFL wants the Chiefs and the Taylor Swift story a part of the Super Bowl. Just think about that before you make any wagers against Kansas City.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4007,1,143,Don't know anything about Taylor Swift. Wish her no harm love Tony Dungy he's been nothing but a truly positive force and has helped countless people.  Let's give him a break.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4008,1,114,Life is full of unintended consequences.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4009,1,121,"Centuries ago, women were present in force, during jousting matches.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4010,1,130,Dungy's complaints seem silly as the NFL married the entertainment industry decades ago when they began the Superbowl halftime show.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4011,1,129,I can’t wait for the song she writes about hating himAnd the NFL when she inevitably breaks up with him,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4012,1,139,"I watched the Chiefs v. Bills to see Taylor.  I do enjoy football, in general.  I went to JETS games for 15 years.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4013,1,114,Life is full of unintended consequences.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4014,1,121,"Centuries ago, women were present in force, during jousting matches.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4015,1,130,Dungy's complaints seem silly as the NFL married the entertainment industry decades ago when they began the Superbowl halftime show.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4016,1,129,I can’t wait for the song she writes about hating himAnd the NFL when she inevitably breaks up with him,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4017,1,139,"I watched the Chiefs v. Bills to see Taylor.  I do enjoy football, in general.  I went to JETS games for 15 years.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4018,1,136,"""Bryant made fatherhood a public, central part of his identity"" Was this before or after he was adulterous with the receptionist in Colorado?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4019,1,180,"not really sure a 9 year old girl is really interested in the NFL.  Maybe when in HS she'll show an interest in her school's football team. A better approach to ""bonding"" would be for the dad to show or feign an interest in whatever activity his pre teen daughter currently participates in rather than the daughter ""participating "" in Dad's activity.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4020,1,127,Daddy-daughter bonding is just a happy accident. This is all reallyabout the NFL and Taylor merch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4021,1,137,"I bonded with my daughter over the actual games - season tickets, tailgates, going to preseason camp, watching on tv - novel concept I know.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4022,2,125,Leave these people alone already. Get your own lives. Stop complaining about someone else’s relationship,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4023,1,125,If you have to turn to a celebrity for inspiration you are very weak as an individual.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4024,1,144,"Are all the daughters these fathers are praising due to Swift, going to wind up with a new man every 6 months and tell the world what went on in each relationship like Swifty does",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4025,1,139,"I was thinking maybe she'd wanna date a 'mathlete', but I'm probably wrong about that...engineers/mathematicians are funny/strange people.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4026,1,319,"The problem is stemming from the NFL’s side. They are having an internal issue with Taylor Swift. This is not a Taylor Swift problem this is a NFL problem. Very much like the NFL keeping players who beat their partner’s and children. Also, this isn’t about Girl Dad’s bonding with their daughters, either. Tony Dungy was making a statement and not a disparaging one either, it was an observation. The powers that be running the NFL are over the moon that Taylor is with Travis, because she is bringing ratings (at least to the Chiefs games). Someone is telling the camera operator’s to have their cameras on Taylor for every huddle, snap, fumble and touchdown. There are many commentators who are practically wetting themselves when they see Taylor and then there are the ones who are like, “Guys we’re here for football, not talk about who the players are dating”, which I agree with the latter. But I also love Taylor Swift (not a Swifty by any means - I don’t threaten people) and hopefully she found her guy. I do believe the powers that be are laying off with the showing of TS, but this is what keeps the general news in business. It’s not a problem if you keep turning it into a problem, but let’s get back to football!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4027,1,149,Tony Dungy is bereft of any discernable talent except for having a SB team handed to him when he coached the Colts - he is beyond awful as a broadcaster and condescendingly self righteous as well.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4028,2,167,"Swift is going to make the loudest splat when she finally falls. And fall she will. They all do. Nobody, absolutely nobody choreographs their entire life for the public as methodically and psychotically as Swift does without having a whole lot to hide. Her fall will be epic.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4029,1,170,Wake up.This is a game.It is only making money for one reason and one reason only.FANS.Swift is a fan.  Good for her.Her fans are watching football also.More money for the NFL.  Wake up coach.  Nobody turns on the game to see you.  NOBODY.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4030,1,129,I couldn’t agree more with Tony. It’s supposed to be about the game. Less drama is always best.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4031,2,146,"Probably more to do with the fact that Tony is a devout, good hearted Christian man….many find distasteful these days.  There was zero misogyny here. Nice try though!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4032,2,132,Can you imagine back in the day a musician being a government tool doing PSA's for a Vaccine or illegal immigration. How sick.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4033,1,152,"The laugh is on Dungy because HE just took the focus away from the field. Exactly what he bemoans. If Travis and Taylor succeed in getting along and the relationship progresses, let them alone to enjoy each other.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4034,1,154,"Give Tony a break. He's a football purist. In his life nothing beyond football exists and that's why he's a Superbowl winning coach broadcaster, historian. He really can't see beyond the sidelines and considers distractions from the game, unnecessary.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4035,1,134,I would enjoy the media buzz and hearing from the Dads in the article if she dropped Kelce for a black WNBA player.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4036,1,139,He is 100 percent correct.  The nfl has infused pop culture and gambling into the sport to attract the younger generation.   This is not by accident.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4037,1,155,"Hilarious that you're trying to make a very decent person like Dungy the bad guy. All these teenyboppers who are now ""interested in football"" will disappear when this attention hound disappears with her CroMagnon.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4038,2,130,Swift reminds me of Mister Ed. Her boyfriend reminds me of the Sasquatch. Combine those DNA at your peril,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4039,1,131,My dad was never a friend. I think that is why I respect him as an adult. I was never an equal.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4040,2,122,"Oh, so now we have Swifty ""men"" now that's the liberal way",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4041,2,140,Main reason why us senior patriots here in Florida dislike swift is because she's a liberal. Why can't the Kelce date boebert? NFL is about family values!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4042,2,144,Travis Kelce shills an experimental faux vaccine that has killed and injured millions. Taylor Swift brings vacuity and ignorance to the political scene. What a charming couple to elevate the NFL.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4043,1,165,"Kyle is a regular season coach. Watch how he's going to Mike McCarthy this one out, he's gonna Dallas it out, he's going to Philadelphia Eagle this one up, just watch. If not it'll be the next one, the man is like the Warriors, no lead is safe for him.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4044,1,139,The real question is will the 49ers be able to get all the homeless people out of the stadium before game time? Vegas even has odds on it.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4045,1,166,"I think Green Bay has a chance but they have to put relentless pressure on Purdy much like what Tampa did to Philly to win.  Green Bay has some momentum now that they knocked Dallas out of the box.  I think the spread is closer than what ""experts"" are saying.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4046,1,165,"Kyle is a regular season coach. Watch how he's going to Mike McCarthy this one out, he's gonna Dallas it out, he's going to Philadelphia Eagle this one up, just watch. If not it'll be the next one, the man is like the Warriors, no lead is safe for him.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4047,1,139,The real question is will the 49ers be able to get all the homeless people out of the stadium before game time? Vegas even has odds on it.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4048,1,166,"I think Green Bay has a chance but they have to put relentless pressure on Purdy much like what Tampa did to Philly to win.  Green Bay has some momentum now that they knocked Dallas out of the box.  I think the spread is closer than what ""experts"" are saying.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4049,1,310,"So, it used to be we celebrated Patrick Ewing because he gave 200% effort for 14 years , averaged more than 20 pts and ten boards, with many years averaging much more, or we celebrate Clyde for being arguably the greatest offensive and defensive PG in League History and a key contributor to our only two championships. Now, this creative writer wants to celebrate two young players who accomplished nothing in the short time they were here.That's the World we live in today. No standards. No measures of quality or performance. Drop a camera into a tattoo parlor and call it a TV show. Have no talent whatsoever buy a $99 synthesizer and put some simplistic rhymes together and call yourself a rap star, and do absolutely nothing on a team that barely made the Playoffs half the time they were here and call for cheers for two players who have earned nothing yet and did nothing to remember in their short time here. One who is already guaranteed over a $100 million . I imagine Wilt must be looking down from heaven thinking "" I guess If I was playing today they would have to pay me $2 billion a year!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4050,1,203,"One last bit of truth about all of the old ideas about celebrating players for "" being a team player, or accepting a role and not complaining ( Mike Breen gushing about Fournier not complaining about not playing while being paid almost $40 million )..... None of those imaginary moral medals apply to moguls being guaranteed tens of millions of dollars to play or not play basketball.  They no longer care about fan love, or any of that stuff either. So, stop the nonsense.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4051,N/A,0,So we can comment on this article but not the one with the trans freak winning a women’s golf tournament,True,medium,False,False,N/A,False,safe,False,safe,False,safe
4052,1,124,I’m it saying stop the game or a huge deal about them but should be recognized,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4053,1,171,"Three or four years from now, I wonder how the trade will look. As a long-time Knicks fan, I hope it works. New York in any sport doesn't have much patience for learning curves and development processes. Both players were solid and definitely class acts. Their best basketball is ahead of them. Go RJ and IQ!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4054,1,133,"Let’s see, they’ve finally cleansed the team of recent failed draft picks: Toppin, Barrett and Quickley.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4055,1,117,I'd lay the 7 1/2 points.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4056,1,150,"Don't know about RJ 's reception as fans had a love hate relationship with him,but I do believe most fans loved IQ and did not want to see him go, so feel prettycertain he will get a nice greeting.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4057,2,127,Of course they are going to get more than a warm welcome. This is New York! Not Philly!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4058,1,160,"Rj and IQ deserve and will probably get a standing ovation because they also had good characteristics and they're like our sons, friends that we seen grow up in the NBA league at the age 19, and represented the organization well. 👏 👏 👏",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
