Comment ID,Rating,Tokens Used,Content,Error Message,,
2899,1,120,You made it what it is today! So enjoy your wonderful results.,N/A,,
2900,3,118,SF is Pelosi's people! Reap what you sow!,N/A,,
2901,1,121,"So when his audience takes his advice, he doesn’t like the result?",N/A,,
2902,2,110,Vote them out.,N/A,,
2903,2,128,"My guess this person voted for all of San Francisco's present day anarchy, so live with it.",N/A,,
2904,1,205,"To the guy who made fun of a Chinese rapper. This rapper is Chinese American. Please don't get stuck with this Asian as a perpetual Foreigner idea. It's like calling other Americans as Africans, or German or Italians etc.There are lots of rap groups from different places. I listen to ones from France and Germany. No one group should be excluded. There is even one made up of senior Grandma's from San Francisco. They got great response at The Steve Harvey show. See his Facebook videos",N/A,,
2905,1,188,"Awesome, love when Asians speak Ebonics. Side note, whenever someone says “blah blah-American “ ok ok but especially African-American….I give it right back , I’m “American-African “ or “ American-blah blah …. Some fella wa like “ you ain’t got no African in yo blood” …I’m like brother, we all got African in our blood , learn your history",N/A,,
2906,1,109,So sweet,N/A,,
2907,2,114,Speechless what society has come to.,N/A,,
2908,1,123,She looks like she hasn't washed her hands since getting home from Trick or Treating.,N/A,,
2909,1,121,How does she even wipe her hoo-ha after she uses the bathroom?,N/A,,
2910,N/A,0,nice i see your talking to tardy b and trying to get her velociraptor nails.,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
2911,1,126,Maybe she will be one of the moms who give breast enhancement surgeries at her daughter's sweet 16.,N/A,,
2912,2,119,"when she's pregnant at 16, we'll know why now.",N/A,,
2913,1,127,The mother is ok with this. Show is what she looks like too so we can really laugh.,N/A,,
2914,1,109,HUH??,N/A,,
2915,1,109,HUH??,N/A,,
2916,1,109,So sweet,N/A,,
2917,2,114,Speechless what society has come to.,N/A,,
2918,1,123,She looks like she hasn't washed her hands since getting home from Trick or Treating.,N/A,,
2919,1,121,How does she even wipe her hoo-ha after she uses the bathroom?,N/A,,
2920,N/A,0,nice i see your talking to tardy b and trying to get her velociraptor nails.,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
2921,1,126,Maybe she will be one of the moms who give breast enhancement surgeries at her daughter's sweet 16.,N/A,,
2922,2,119,"when she's pregnant at 16, we'll know why now.",N/A,,
2923,1,127,The mother is ok with this. Show is what she looks like too so we can really laugh.,N/A,,
2924,1,109,HUH??,N/A,,
2925,1,112,Trendy? No thanks.,N/A,,
2926,1,119,not so great for diabetics. thats a lot of sugar.,N/A,,
2927,1,114,These people sure are a handful.,N/A,,
2928,1,113,Wow...CTE already?,N/A,,
2929,1,114,These people sure are a handful.,N/A,,
2930,1,113,Wow...CTE already?,N/A,,
2931,1,134,good if you can even find a job like that. you have a significantly better chance of making as much money being a doctor or lawyer.,N/A,,
2932,1,124,Sorry I don’t have $200k of daddies money for ai prompt engineer school,N/A,,
2933,1,112,What schoolsOffer such training?,N/A,,
2934,1,136,"Many of those desired skills can be found among teachers. They may lack the experience with ai, but their experience with kids should be seen as related.",N/A,,
2935,1,134,good if you can even find a job like that. you have a significantly better chance of making as much money being a doctor or lawyer.,N/A,,
2936,1,124,Sorry I don’t have $200k of daddies money for ai prompt engineer school,N/A,,
2937,1,112,What schoolsOffer such training?,N/A,,
2938,1,136,"Many of those desired skills can be found among teachers. They may lack the experience with ai, but their experience with kids should be seen as related.",N/A,,
2939,2,136,"It is absurd that this guy wields so much power.  I would clean house and if Rodgers doesn’t like, he can go too.",N/A,,
2940,1,121,Trading for Rodgers wrecked the franchise for another 3-5 years.,N/A,,
2941,2,146,Its not possible for me to laugh any harder. Selling your soul to a player who has no idea how to construct a winning team. Letting him hire his buddies? This can only get worse.,N/A,,
2942,1,168,"Yeah, the guy who makes 40 million, who played three plays this year before going down for the year, the guy who looks perpetually constipated on the sidelines, the guy whose best years are long in the rear view mirror…yeah, that’s the guy with the only opinion that matters.",N/A,,
2943,1,134,"Somehow, whatever Douglas and Saleh didn't do in 21 and 22 doesn't count. This is not journalism. Its a fan page",N/A,,
2944,2,147,get rid of rodgers saleh and hackett - and take woody with you! rodgers is not the gm or owner last ime i checked! this organization is an embarrassment to its long suffering fans!,N/A,,
2945,2,126,"Aaron, you can gaslight us all you want but the horrendous results speak for themselves.",N/A,,
2946,1,231,"All this fails if Joe D does not FULLY address the OL.  So many really good OL have been available for trade, FA signing and drafting and Joe D failed all on fronts.  You can say Tippman has promise but others slipped through the cracks.  Becton needs to go, he's slow and looks like he's 38.  Speaking of 38, D Brown is a goner, too.  Sign at least one top-tier FA, one solid guard (bye, Laken) and draft Alt or the kid from Penn State.  Right the wrongs, Joe or you're FIRED!",N/A,,
2947,1,134,"What do you expect ? Johnson is the worst owner in the NFL......However great Rodgers is, at 40  he's not the answer ...",N/A,,
2948,1,147,So basically this guy with one SB win under his belt and a 12-10 postseason record has tied this team to Saleh and Douglas for at least a few more years ….   Nice job Johnson,N/A,,
2949,1,151,"The Jets are all in on ARod - one of the top 10 qbs of all time - who gave up $35M to be in NY and bring his buddies with him, are you just figuring this out?",N/A,,
2950,2,128,Big mistake.  big big big mistake.  For every year he's involved it'll take 3 to fix.,N/A,,
2951,1,133,"The fleecing of the Jets by the smallest venued city in all of professional sports is, well. . . . priceless.",N/A,,
2952,1,157,"woody is happy so long there are butts in seats, stop showing up, stop wasting your money, woody has been a disaster for 23 years, this team has been a disaster for 50 years, we've seen good defense but never the offense",N/A,,
2953,2,112,The inmates running the asylum,N/A,,
2954,1,318,"It’s usually the other way around. The city slickers fleece the country bumpkins. In this case those rural Wisconsin yokels were able to rid themselves of the most expansive ego in the league. The city boys were snookered.The Packers appreciated Rogers’ QB skill, but Gutekunst was not going to abdicate his position as GM to the QB, as Douglas has done.If the Jets have any foresight, they will draft a QB as soon as possible. While Rogers says he wants to play more years, it ought to be up to the team whether they want him. In any case, they will need a QB.Payton seems to have been right about Hackett. Dump this imposter. As long as Hackett remains, Rogers is the de facto Offensive Coordinator, too.Anyone remember how disrespectful it was when James disrespected Spolestra during the timeout when the coach wanted to diagram a play, but James decided he would do it? That’s just a minor example of the insidious presence of Rogers with the Jets.",N/A,,
2955,1,144,He’s 40 years old. Maybe his opinion mattered 10 years ago but the Jets can’t afford to put stock in a player circling retirement in a rapidly decaying orbit.,N/A,,
2956,1,114,This is quite amusing. 🍿,N/A,,
2957,1,113,This fiasco will sell tickets,N/A,,
2958,1,156,Aaron will demoralize Jets fans as he cannot look beyond his own needs and put the team first--he gaslights fans about Hackett, he does not have the maturity to be a team player, next year will not make sense either.,N/A
2959,1,180,"ALL RISEHail, Aron, full of grace. The A-Aron is with thee.Blessed art thou among woody, writersand blessed is the fruit of thy womb, A-Aron.Holy Aron, Mother of all jets, pray for us sinners,now and at the hour of our death. A-Aron.YOU MAY NOW TAKE YOUR SEATS",N/A,,
2960,1,141,"Jet fans will cry a river no matter what. A perfect season followed by a 49-3 SB win, and fans would be besides themselves it wasn't a shutout.",N/A,,
2961,1,155,"4 wins, maybe, next season. Douglas and Saleh should be fired at the end of this season. Saleh is not a good HC, players slack off in games. Woody raised prices, should give refunds for this awful product.",N/A,,
2962,N/A,0,Don’t worry about or cry about it Jet fans. You don’t have the intelligence to do anything about it. Please show up at the stadium and take what woody gives you.,"'content_filter_result': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': True, 'severity': 'medium'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}}}",,
2963,1,149,"Sorry.While I respect Rodgers a lot,there was no way he would’ve made it out of the season and he won’t with this current O -line.No way he will last or have the ability to help",N/A,,
2964,1,149,"While I think Rodgers is more than a little delusional, I find it amusing that so many Jets fans who were puffing out their chests when Rodgers was acquired are now turning on him with a vengeance.",N/A,,
2965,1,123,Luckily the AR carnival distracts from the fact the Jets offense is a basket case.,N/A,,
2966,1,136,"GM Rodgers will sign Adams, Baktiari and the guy from State Farm, and the 2024 Jests will win!! 7 games.",N/A,,
2967,1,136,"Hey Mark, what time does the Rodgers Fan Store open. I want to buy you a XXXXL jersey for your dedication to his adoration.",N/A,,
2968,1,263,"They are locked into this ego-maniac and the Packers are in the playoff hunt. Woody is going to run it back and as bad as this season was, next season is going to be far worse. There will be much more skepticism from the fans and the players about this team from the get go instead of the obscene hype generated by Hard Knocks. They will lose some good defensive players in free agency. The OL is a multi year rebuild, god knows Joe Douglas has whiffed for 5 years building the barely functioning OL we have now. Woody has painted himself into a corner with Rodgers and his entourage. Rodgers keeps saying things to keep the fans engaged, even faking his return. It's hard to trust anything about this team, they just keep lying and losing.",N/A,,
2969,1,146,"If the Jets don't win it all next year,  this franchise will be done for at least another decade. Woody Johnson should just sell to Steven A. Cohen and give Jet fans some hope.",N/A,,
2970,1,170,"Flacco, please behind this OL he would be lucky to last a quarter. The real question is why have the Jets OL and the Giants OL  suffered so many devastating injuries over the last 2 years? Why do opposing teams hate to play at Met Life stadium? Why can't the stadium have a grass surface?",N/A,,
2971,1,116,t least one more year of this Jets fans.,N/A,,
2972,1,158,"They better draft one of the quality college QBs coming out this year and have him watch Rodgers for a year or two.  Just like he did behind Favre.  That will be his legacy (after winning the Super Bowl next year, of course.",N/A,,
2973,1,282,"Aaron Rodgers is a manipulative, self absorbed and at times bafoonish spotlight grabbing ego driven maniac.A shameless carnival barking well past prime distraction. The circus that won't leave town.He knew he wasn't coming back long ago, but needed to remain the center of attention ...so he did anything necessary to facilitate that desire, and the media helied hom achieve his goal.He has inflicted long term damage by ceasing control of the decision making process for the Jets.The entire destiny of this team belongs to King Aaron. As we get ready to repeat his script again in 2024.Yes my fellow fans get ready for Rodgers, Hackett, Saleh and Joe Douglas to do a rerun with the former Green Bay cast offs again.Instead of cleaning house and drafting a QB here comes the Rodgers express non stop on our television sets for as long as he wants it to be.",N/A,,
2974,1,158,"They better draft one of the quality college QBs coming out this year and have him watch Rodgers for a year or two.  Just like he did behind Favre.  That will be his legacy (after winning the Super Bowl next year, of course.",N/A,,
2975,1,282,"Aaron Rodgers is a manipulative, self absorbed and at times bafoonish spotlight grabbing ego driven maniac.A shameless carnival barking well past prime distraction. The circus that won't leave town.He knew he wasn't coming back long ago, but needed to remain the center of attention ...so he did anything necessary to facilitate that desire, and the media helied hom achieve his goal.He has inflicted long term damage by ceasing control of the decision making process for the Jets.The entire destiny of this team belongs to King Aaron. As we get ready to repeat his script again in 2024.Yes my fellow fans get ready for Rodgers, Hackett, Saleh and Joe Douglas to do a rerun with the former Green Bay cast offs again.Instead of cleaning house and drafting a QB here comes the Rodgers express non stop on our television sets for as long as he wants it to be.",N/A,,
2976,2,123,This is an outrage that the start QB is running the show this will never turnout well,N/A,,
2977,1,114,Why does every post now gets rejected?,N/A,,
2978,1,193,"Philip Rivers was the guy to call when Rodgers went down but Joe Douglas decided to go with Wilson. Bad mistake. Rivers who is a great leader, has a great arm and personable with the media and teammates. That is his resume. Guy you want in your foxhole. Rodgers is the complete opposite. Joe Douglas should be fired. Think outside the box, Owner should give Jimmy Johnson a call or Steve Young for the GM job.",N/A,,
2979,1,290,"Ya' see, this is what confuses me. I thought the mark of a good coach is what he does when he DOESN'T have all his players available, when he's dealing with injuries. That's why the Browns' coach is a candidate for COY. If Saleh can only do a decent job when his team is full-strength then he's not much of a coach.""Groundhog Day""? Nah, I prefer ""Dead of Night"", because this really is a nightmare. And it will continue to be a nightmare as long as fans show Woody and Jets' management they can be conned out of their money by the promise of free beer tomorrow. Always it's ""wait for next year"". I bet they've already got their excuse for 2024: ""Well, we had to completely rebuild the offensive line and it can take up to a year to develop and become a unit. But wait until 2025!"".",N/A,,
2980,1,174,"Finally — and most importantly — Rodgers stands strongly behind the Jets’ leadership of Douglas, Saleh and offensive coordinator/bestie Nathaniel Hackett despite the fact the Jets have produced 13 offensive TDs in 14 games. That alone should let everyone know just what kind a clown show the Jets have become and where they are headed.",N/A,,
2981,1,114,Like bringing in a tall Miles Finch.,N/A,,
2982,1,142,We know how this will end. By the time The Jets offense becomes anywhere near competent The Jets Defense will all be at the end of their contracts and be heading for the door.,N/A,,
2983,1,222,"Well the Jets now have a new team president, GM, Headcoach, OC, And DC all in one person. His name Aaron Rodgers. I was against bringing him in. I've been a Jets fan since 1960 and a 40+ years season ticket holder and every time I think the Jets can't sink any lower they find a way to increase the depths of the meaning of lower. I wish I could quit being a Jets fan but I'm too loyal. I have no more expectations or hope for this franchise. Even though I'll still be a fan. I need help.",N/A,,
2984,2,125,The Post gets upset when their news stories are ignored.  But not when they censor yours.,N/A,,
2985,1,132,"Hi, I'm a Post reporter and I need to write something to create controversy without any actual information because that's what we do here.",N/A,,
2986,2,157,"Douglas, Saleh and Hackett are abject failures and should be fired.  But sadly, this article is probably right and they'll be back next year.  Johnson clearly lacks the guts to stand up to Rodgers and do what needs to be done.",N/A,,
2987,2,164,The Jets should distance themselves from this manipulative has been at the first opportunity.   Let him prove that he can help the team before he has any say in future coaching or personnel decisions.Owner Johnson:  Rodgers is making you look like a lame fool.  Put him in his place.,N/A,,
2988,1,145,"The decision to sign Rodgers was entirely unprofessionally football wise and a delusional one, as for 2024 things expected to remain the same, whether  with Rodgers' Opinion or not",N/A,,
2989,1,315,"While it isn't ideal, and the pressure will be on the coaching staff and team. It's better than blowing it up and starting all over again.  The Defense is intact and familiar with the system.  The offense has Breece Hall and Garrett Wilson as foundational pieces. They will improve with Aaron Rodgers at QB.  The Focus & priority will be to improve the offensive line, from a talent and intelligence standpoint. The draft is one area, but free agency will be vital as every other team in the NFL will be looking to fortify their offensive line as well.  Having said that their failure to learn from last year's mistakes are inexcusable and if they get off to a slow start in 2024 the coach & GM won't deserve the right to finish the season. All involved understand it's a results-oriented league.  You earn the right to stay by winning. Consequently, you lose your job when losses outnumber the wins.  I understand life is about 2nd chances but in this case 3 strikes and you're out.",N/A,,
2990,2,172,"After almost 3 years, a stellar 16-32 record, and numerous mixed messages, most of the fanbase has figured out what is the biggest problem. Yes, its a harder pill to swallow than just a bad QB. My opinion is unchanged from his hiring. If you're smart, you'll root for a bad finish.",N/A,,
2991,2,164,"In Saleh's 48 games, 12 of them they haven't score an offensive TD. Also, this STUPID defensive philosophy has to change in the off season where the coverage scheme doesn't allow the corners to travel, therefore having your best corner Sauce, covering the opponents second receiver.",N/A,,
2992,1,148,"One ~could~ give Douglas and Woodster credit for taking a shot, except there is zero reason to think Rodgers would have made a big difference, while also running for his life. So, no.",N/A,,
2993,1,161,"everyone keeps saying Aaron has to much power?  lets see, who do you trust more, Joe Douglas or Aaron?  Jets haven't been to playoffs since Mark Sanchez had puberty but suddenly we want to limit his power because Gang green has been getting it right for so long?",N/A,,
2994,1,335,I think everyone is going a little off track. We can argue all day about this trade but if it went the other way and the jets were in the playoffs everyone would be praising Rodgers. Don’t fall into the Media dumb game like one week Wilson is the best thing next week jets needs to cut him. Stop being Monday morning QB. Hit with the facts. Jets had a good team coming into this year where Donald Duck ( Hackett could of been OC) because it’s Rodgers offense. We just saw what happens when Hackett has to coach he can’t so he should be fired hands down. Fat boy JD who has no pulse to begin with didn’t even give Rodgers a shot with that OL so even if our 40yr old QB played he would be on the side lines crying and ripping the OL. As far as Saleh he can only play with what these idiots give him. Yes the penalties/ discipline we can knock him for but he had no OL  and no QB worth a crumb to play with. He’s a defensive coach so let’s look at that and it speaks for it self the last two years. Woody Johnson is the problem here. He can’t see he needs to bring in an offensive coach to run the offense. Tell Rodgers you get paid to play stfu or retire and win that’s why your here.,N/A,,
2995,1,164,"Unless they get 4 new offensive linemen in the off season, which is hard to do through the draft, and relying on free agency isn't a cakewalk, Rodgers will get hurt again next year within 3 games. The Jets.  Do you trust Douglas with picking linemen?",N/A,,
2996,1,135,"Well said Mark and thanks for having the courage to say it. Let’s face it, the entire Rodgers affair has been nothing but a disaster.",N/A,,
2997,2,145,"Congratulations on writing so many stories about a player who has played 3 downs. If you do NOT want to choke your sports editor, who is terrible, then I have no respect for you.",N/A,,
2998,1,263,"It's the offensive line, stupid.  38 year old Duane Brown, completely ineffective.  Vera-Tucker, can't stay on the field.  Mecki Becton a shell of his rookie self.  Conner McGovern, down and out and probably history.  Backups ineffective and/or quickly injured themselves.  Result - no running game to speak of, QB in 3rd and long time after time, huge sack and pressure totals.  Rodgers was lucky not to play behind this year's line.  Douglas will need a major revamp and upgrade here and I'm betting that's what he'll do.  BTW, Joe Alt of ND is a stud and so is the LT from Penn State.  Watched them both this year and they are the real deal.",N/A,,
2999,1,164,"Unless they get 4 new offensive linemen in the off season, which is hard to do through the draft, and relying on free agency isn't a cakewalk, Rodgers will get hurt again next year within 3 games. The Jets.  Do you trust Douglas with picking linemen?",N/A,,
3000,2,135,"Well said Mark and thanks for having the courage to say it. Let’s face it, the entire Rodgers affair has been nothing but a disaster.",N/A,,
3001,2,145,"Congratulations on writing so many stories about a player who has played 3 downs. If you do NOT want to choke your sports editor, who is terrible, then I have no respect for you.",N/A,,
3002,1,263,"It's the offensive line, stupid.  38 year old Duane Brown, completely ineffective.  Vera-Tucker, can't stay on the field.  Mecki Becton a shell of his rookie self.  Conner McGovern, down and out and probably history.  Backups ineffective and/or quickly injured themselves.  Result - no running game to speak of, QB in 3rd and long time after time, huge sack and pressure totals.  Rodgers was lucky not to play behind this year's line.  Douglas will need a major revamp and upgrade here and I'm betting that's what he'll do.  BTW, Joe Alt of ND is a stud and so is the LT from Penn State.  Watched them both this year and they are the real deal.",N/A,,
3003,1,166,Giving a moron like Aaron Rodgers more power than anyone in the organization says it all about the Jets. A pathetic organization with a washed up QB they paid $40 million to make 4 plays before being injured in his first game. Pretty much sums up the Jets organization. Lost and ridiculous.,N/A,,
3004,1,116,ANOTHER losing season awaits in 2024!!,N/A,,
3005,2,136,"It is absurd that this guy wields so much power.  I would clean house and if Rodgers doesn’t like, he can go too.",N/A,,
3006,1,121,Trading for Rodgers wrecked the franchise for another 3-5 years.,N/A,,
3007,1,146,Its not possible for me to laugh any harder. Selling your soul to a player who has no idea how to construct a winning team. Letting him hire his buddies? This can only get worse.,N/A,,
3008,1,168,"Yeah, the guy who makes 40 million, who played three plays this year before going down for the year, the guy who looks perpetually constipated on the sidelines, the guy whose best years are long in the rear view mirror…yeah, that’s the guy with the only opinion that matters.",N/A,,
3009,1,134,"Somehow, whatever Douglas and Saleh didn't do in 21 and 22 doesn't count. This is not journalism. Its a fan page",N/A,,
3010,1,147,get rid of rodgers saleh and hackett - and take woody with you! rodgers is not the gm or owner last ime i checked! this organization is an embarrassment to its long suffering fans!,N/A,,
3011,2,126,"Aaron, you can gaslight us all you want but the horrendous results speak for themselves.",N/A,,
3012,1,231,"All this fails if Joe D does not FULLY address the OL.  So many really good OL have been available for trade, FA signing and drafting and Joe D failed all on fronts.  You can say Tippman has promise but others slipped through the cracks.  Becton needs to go, he's slow and looks like he's 38.  Speaking of 38, D Brown is a goner, too.  Sign at least one top-tier FA, one solid guard (bye, Laken) and draft Alt or the kid from Penn State.  Right the wrongs, Joe or you're FIRED!",N/A,,
3013,1,134,"What do you expect ? Johnson is the worst owner in the NFL......However great Rodgers is, at 40  he's not the answer ...",N/A,,
3014,1,147,So basically this guy with one SB win under his belt and a 12-10 postseason record has tied this team to Saleh and Douglas for at least a few more years ….   Nice job Johnson,N/A,,
3015,1,151,"The Jets are all in on ARod - one of the top 10 qbs of all time - who gave up $35M to be in NY and bring his buddies with him, are you just figuring this out?",N/A,,
3016,2,128,Big mistake.  big big big mistake.  For every year he's involved it'll take 3 to fix.,N/A,,
3017,1,133,"The fleecing of the Jets by the smallest venued city in all of professional sports is, well. . . . priceless.",N/A,,
3018,1,157,"woody is happy so long there are butts in seats, stop showing up, stop wasting your money, woody has been a disaster for 23 years, this team has been a disaster for 50 years, we've seen good defense but never the offense",N/A,,
3019,2,112,The inmates running the asylum,N/A,,
3020,1,318,"It’s usually the other way around. The city slickers fleece the country bumpkins. In this case those rural Wisconsin yokels were able to rid themselves of the most expansive ego in the league. The city boys were snookered.The Packers appreciated Rogers’ QB skill, but Gutekunst was not going to abdicate his position as GM to the QB, as Douglas has done.If the Jets have any foresight, they will draft a QB as soon as possible. While Rogers says he wants to play more years, it ought to be up to the team whether they want him. In any case, they will need a QB.Payton seems to have been right about Hackett. Dump this imposter. As long as Hackett remains, Rogers is the de facto Offensive Coordinator, too.Anyone remember how disrespectful it was when James disrespected Spolestra during the timeout when the coach wanted to diagram a play, but James decided he would do it? That’s just a minor example of the insidious presence of Rogers with the Jets.",N/A,,
3021,1,144,He’s 40 years old. Maybe his opinion mattered 10 years ago but the Jets can’t afford to put stock in a player circling retirement in a rapidly decaying orbit.,N/A,,
3022,1,114,This is quite amusing. 🍿,N/A,,
3023,1,113,This fiasco will sell tickets,N/A,,
3024,1,156,Aaron will demoralize Jets fans as he cannot look beyond his own needs and put the team first--he gaslights fans about Hackett, he does not have the maturity to be a team player, next year will not make sense either.,N/A
3025,1,180,"ALL RISEHail, Aron, full of grace. The A-Aron is with thee.Blessed art thou among woody, writersand blessed is the fruit of thy womb, A-Aron.Holy Aron, Mother of all jets, pray for us sinners,now and at the hour of our death. A-Aron.YOU MAY NOW TAKE YOUR SEATS",N/A,,
3026,1,141,"Jet fans will cry a river no matter what. A perfect season followed by a 49-3 SB win, and fans would be besides themselves it wasn't a shutout.",N/A,,
3027,1,155,"4 wins, maybe, next season. Douglas and Saleh should be fired at the end of this season. Saleh is not a good HC, players slack off in games. Woody raised prices, should give refunds for this awful product.",N/A,,
3028,N/A,0,Don’t worry about or cry about it Jet fans. You don’t have the intelligence to do anything about it. Please show up at the stadium and take what woody gives you.,"'content_filter_result': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': True, 'severity': 'medium'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}}}",,
3029,1,149,"Sorry.While I respect Rodgers a lot,there was no way he would’ve made it out of the season and he won’t with this current O -line.No way he will last or have the ability to help",N/A,,
3030,1,112,"Well spoken, highly intelligent.",N/A,,
3031,1,132,"""I ain't play that game for 8 months"". Keep watching people. Keep spending your money on theses guys.  So embarrassing",N/A,,
3032,1,111,NBA=Nothing But Average,N/A,,
3033,2,139,Gives a whole new meaning to nice “shot”. He certainly “gunned” that one in. He hit the target. Gangsta on the court.,N/A,,
3034,1,117,"Hey man, nice shot. Nice shot, man.",N/A,,
3035,1,134,"At least half the NBA players  commit a ""travel violation"" when they possess the ball, Why are refs not blowing the whistle?",N/A,,
3036,1,128,Go Ja! Pelicans were up by 30 in the first half they should have won this game.,N/A,,
3037,2,124,Waiting for the ax to fall again to end his career. IT WILL HAPPEN.,N/A,,
3038,1,126,Got my tickets for Ja in the Atl Saturday night!!  Where the playas play!! #MagicCity,N/A,,
3039,2,153,"Pels up 60-41 at half and let their foot off the gas, like every overpaid, lazy team in the league. Zion was a worst minus-13 in the game. Nice close by the waanabe thug.",N/A,,
3040,1,111,Another Brother from another Mother,N/A,,
3041,1,130,"He is really good, top 5 PG, If only the ping pong balls bounced a different way in 2019",N/A,,
3042,1,133,"Never understood why Ja Morant don’t team up with Ja Rule… do some rap videos, rain-makin at the clubs and such",N/A,,
3043,N/A,0,Will see ja back up in do club with his homeys shooting up da place.,"'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",,
3044,1,187,"Duh Moron (aka Ja Morant) typical NBA player all body, no brains. Even with the touch me fouls they have to take time off to rest their overpaid bodies. The league is a joke now. I cant't imagine any of these guys playing the '80's Lakers, Celtics or God forbid the Bad Boy Pistons-Ja and BronBron would curl up and cry.",N/A,,
3045,1,130,"I ain’t play that game for eight months. Had a lot of time, you know, learned myself.Learn English",N/A,,
3046,1,119,This is proof that good things happen to good people. Right?,N/A,,
3047,2,118,"Give him a 357 Bulldog,he'll be fine",N/A,,
3048,1,145,"What he had said was, um, like, you know, like, all street and what not. Meanwhile, he grew up privileged. Won’t be long before he’s in trouble again.",N/A,,
3049,2,118,Up 30 and lose at home? Makes WWF look legit,N/A,,
3050,2,154,"Well, I hope there was at least one member of the entourage that made sure no one else was posting to IG Live last night while at a Strip Club or back with a gun.....probably would bet the odds though if I'm being honest........",N/A,,
3051,1,128,"""Temetrius Jamel ""Ja"" Morant"".... What is a ""Temetrius""???",N/A,,
3052,2,118,Up 30 and lose at home? Makes WWF look legit,N/A,,
3053,2,154,"Well, I hope there was at least one member of the entourage that made sure no one else was posting to IG Live last night while at a Strip Club or back with a gun.....probably would bet the odds though if I'm being honest........",N/A,,
3054,1,128,"""Temetrius Jamel ""Ja"" Morant"".... What is a ""Temetrius""???",N/A,,
3055,1,128,"""Temetrius Jamel ""Ja"" Morant"".... What is a ""Temetrius""???",N/A,,
3056,1,112,"Well spoken, highly intelligent.",N/A,,
3057,1,132,"""I ain't play that game for 8 months"". Keep watching people. Keep spending your money on theses guys.  So embarrassing",N/A,,
3058,1,111,NBA=Nothing But Average,N/A,,
3059,1,139,Gives a whole new meaning to nice “shot”. He certainly “gunned” that one in. He hit the target. Gangsta on the court.,N/A,,
3060,1,117,"Hey man, nice shot. Nice shot, man.",N/A,,
3061,1,134,"At least half the NBA players  commit a ""travel violation"" when they possess the ball, Why are refs not blowing the whistle?",N/A,,
3062,1,128,Go Ja! Pelicans were up by 30 in the first half they should have won this game.,N/A,,
3063,2,124,Waiting for the ax to fall again to end his career. IT WILL HAPPEN.,N/A,,
3064,1,126,Got my tickets for Ja in the Atl Saturday night!!  Where the playas play!! #MagicCity,N/A,,
3065,1,153,"Pels up 60-41 at half and let their foot off the gas, like every overpaid, lazy team in the league. Zion was a worst minus-13 in the game. Nice close by the waanabe thug.",N/A,,
3066,1,111,Another Brother from another Mother,N/A,,
3067,1,130,"He is really good, top 5 PG, If only the ping pong balls bounced a different way in 2019",N/A,,
3068,1,133,"Never understood why Ja Morant don’t team up with Ja Rule… do some rap videos, rain-makin at the clubs and such",N/A,,
3069,N/A,0,Will see ja back up in do club with his homeys shooting up da place.,"'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",,
3070,1,187,"Duh Moron (aka Ja Morant) typical NBA player all body, no brains. Even with the touch me fouls they have to take time off to rest their overpaid bodies. The league is a joke now. I cant't imagine any of these guys playing the '80's Lakers, Celtics or God forbid the Bad Boy Pistons-Ja and BronBron would curl up and cry.",N/A,,
3071,1,130,"I ain’t play that game for eight months. Had a lot of time, you know, learned myself.Learn English",N/A,,
3072,1,119,This is proof that good things happen to good people. Right?,N/A,,
3073,4,118,"Give him a 357 Bulldog,he'll be fine",N/A,,
3074,1,145,"What he had said was, um, like, you know, like, all street and what not. Meanwhile, he grew up privileged. Won’t be long before he’s in trouble again.",N/A,,
3075,1,118,Up 30 and lose at home? Makes WWF look legit,N/A,,
3076,2,154,"Well, I hope there was at least one member of the entourage that made sure no one else was posting to IG Live last night while at a Strip Club or back with a gun.....probably would bet the odds though if I'm being honest........",N/A,,
